Прізвище,сповідання
Бігич,православний
Болтівець,православний
Вдовиченко,православний
Вірніченко,православний
Вітвіцький,православний
Войцеховський,православний
Гаврилюк,православний
Гнибіденко,православний
Гончарук,православний
Гордика,православний
Гордієнко,православний
Демченко,православний
Дзядченко,православний
Діденко,православний
Дорошук,православний
Дубрівець,православний
Дьяченко,православний
Іваненко,православний
Іваренко,православний
Кандиба,православний
Кондратенко,православний
Корнієнко,православний
Корченко,православний
Куликовський,православний
Любич,православний
Мазун,православний
Мартинюк,православний
Мельник,православний
Модзелевський,православний
Наєнко,православний
Неділька,православний
Оніщенко,православний
Оришич,православний
Пенхержевський,православний
Пилипчук,православний
Саворовець,православний
Сич,православний
Собченко,православний
Степанчук,православний
Терещенко,православний
Федорченко,православний
Фігурний,православний
Циганенко,православний
Чекавський,православний
Шевченко,православний
Яценко,православний
Філоховський,католик
Мроз,католик
Ястржембський,католик
Сетлак,католик
Свірський,католик
Кухарський,католик
Захарьін,юдей
Польман,лютеранин
Блейх,лютеранин
Ленц,лютеранин
Цитляу,лютеранин
