Прізвище,Релігія
Абраменко,Православні
Аліксєєв,Православні
Амбросієв,Православні
Базака,Православні
Баран,Православні
Бардак,Православні
Бебешко,Православні
Бекещук,Православні
Березовський,Православні
Березюк,Православні
Біличенко,Православні
Бровицький,Православні
Бурлака,Православні
Василенко,Православні
Віштал,Православні
Власюк,Православні
Вовкотруб,Православні
Войдко,Православні
Волкотруб,Православні
Воронин,Православні
Врищ,Православні
Вудводов,Православні
Гавінський,Православні
Гайдамака,Православні
Галочка,Православні
Гергун,Православні
Голобойченко,Православні
Голобородько,Православні
Головченко,Православні
Градзіон,Православні
Гресько,Православні
Дарієнко,Православні
Демченко,Православні
Джумига,Православні
Дзюба,Православні
Дишлюк,Православні
Діденко,Православні
Дончук,Православні
Драч,Православні
Дримля,Православні
Дубчак,Православні
Духницький,Православні
Єгубов,Православні
Жовнин,Православні
Забіяка,Православні
Заболотній,Православні
Запорожець,Православні
Заревнюк,Православні
Зленко,Православні
Іванко,Православні
Ізуїта,Православні
Іщенко,Православні
Кавун,Православні
Кириченко,Православні
Кирниченко,Православні
Кислий,Православні
Киченко,Православні
Клименко,Православні
Коваленко,Православні
Ковальчук,Православні
Козаков,Православні
Козоріз,Православні
Кондратюк,Православні
Коренний,Православні
Коринний,Православні
Короташ,Православні
Кравець,Православні
Кравченко,Православні
Крошенко,Православні
Кузьменко,Православні
Кукал,Православні
Кучеренко,Православні
Леонов,Православні
Лисак,Православні
Лисенко,Православні
Лиска,Православні
Лисковський,Православні
Лівшун,Православні
Лісничий,Православні
Мазуренко,Православні
Макаренко,Православні
Малафій,Православні
Мачуговський,Православні
Мисько,Православні
Міньковський,Православні
Мовчан,Православні
Наумов,Православні
Недобрий,Православні
Нетупський,Православні
Новоселецький,Православні
Овчиник,Православні
Однороженко,Православні
Онищенко,Православні
Оперенко,Православні
Осипов,Православні
Павленко,Православні
Паляруш,Православні
Панасенко,Православні
Патика,Православні
Пельтюк,Православні
Пентюк,Православні
Пеньтюк,Православні
Петриченко,Православні
Петрощук,Православні
Печенюк,Православні
Подолянець,Православні
Помужований,Православні
Попик,Православні
Поприч,Православні
Протащук,Православні
Процюк,Православні
Рабенко,Православні
Рибченко,Православні
Розум,Православні
Розуменко,Православні
Руденко,Православні
Рудковський,Православні
Салитринський,Православні
Самборський,Православні
Семененко,Православні
Семенов,Православні
Сергійчук,Православні
Симененко,Православні
Сиргійчук,Православні
Скрипник,Православні
Скрипниченко,Православні
Соболенко,Православні
Совенко,Православні
Старадуб,Православні
Стороженко,Православні
Тихоневич,Православні
Ткач,Православні
Ткачук,Православні
Товстикін,Православні
Толстигін,Православні
Тонкоглас,Православні
Троян,Православні
Устименко,Православні
Филипенко,Православні
Хилобойченко,Православні
Цибора,Православні
Цибульський,Православні
Чернега,Православні
Чиж,Православні
Чмут,Православні
Чорний,Православні
Шевченко,Православні
Шмалько,Православні
Шпольський,Православні
