Прізвище,сповідання
Артемович,православний
Артемчук,православний
Барлінський,православний
Березницький,православний
Берлоус,православний
Білячук,православний
Булавський,православний
Варений,православний
Варшавець,православний
Велечалюк,православний
Велечаюк,православний
Венничук,православний
Вергелічук,православний
Веремейчук,православний
Винничук,православний
Вільфєнт,юдей
Власюк,православний
Вознюк,православний
Волкотруб,православний
Галецький,католик
Галицький,католик
Гаранчук,православний
Гаслюк,православний
Гісова,католик
Гоменюк,православний
Гримчієв,православний
Древінський,православний
Журавський,православний
Загайкевич,православний
Заграй,православний
Зелінський,православний
Зубченко,православний
Іщенко,православний
Карпенко,православний
Килихевич,православний
Климась,православний
Ковальчук,православний
Козяр,православний
Кокошко,православний
Корзун,православний
Косовський,православний
Криволап,православний
Крижановський,православний
Кукало,православний
Кулєша,православний
Кутя,православний
Кухар,православний
Кушпіль,православний
Лавронов,православний
Лещук,православний
Лісогурський,православний
Ломачук,православний
Лукащук,православний
Лукотруб,православний
Луценко,православний
Малькевич,православний
Марисич,православний
Медвечук,православний
Мерончак,православний
Мєлєшков,православний
Моминтова,православний
Мостицький,православний
Музичук,православний
Некраш,православний
Новак,православний
Обрищук,православний
Отсчипко,православний
Павлюк,православний
Панасюк,православний
Панчук,православний
Перетинецький,православний
Петруневич,православний
Петрунєвич,православний
Петрунєвич,католик
Подгойко,православний
Подолян,православний
Поліщук,православний
Портянка,православний
Присяжнюк,православний
Проценко,православний
Радзієвський,православний
Рибчинський,православний
Романенко,православний
Савулюк,православний
Савчук,православний
Середа,православний
Симонов,православний
Синєвич,католик
Сіневич,католик
Сітковський,православний
Столовецький,православний
Столярчук,православний
Твардовський,православний
Тишкевич,православний
Ткачук,православний
Цембалюк,православний
Черномор,православний
Шевчук,православний
Шеломіцький,православний
Шидловський,православний
Шидловський,католик
Шоломіцький,православний
Штука,православний
Штукований,православний
Юхимець,православний
Янович,православний
Яценюк,православний
