Прізвище,Релігія,Примітка
Алексієнко,Православні,
Бабієнко,Православні,
Бакуменко,Православні,
Балковий,Православні,
Баран,Православні,
Бевз,Православні,
Бевзенко,Православні,
Безпечанський,Православні,
Білик,Православні,
Біличенко,Православні,
Білякевич,Православні,
Бовкун,Православні,
Британ,Православні,
Бурков,Православні,
Бутенко,Православні,
Василенко,Православні,
Вовк,Православні,
Вуйко,Православні,
Галенко,Православні,
Гаркавий,Православні,
Гарлицький,Православні,
Герасимов,Православні,
Голубенко,Православні,
Горбов,Православні,
Гриценко,Православні,
Даценко,Православні,
Денесюк,Православні,
Денисюк,Православні,
Дешевий,Православні,
Дешлевий,Православні,
Дишлевий,Православні,
Дідур,Православні,
Допус,Православні,
Дрига,Православні,
Дроботун,Православні,
Животовський,Православні,
Жук,Православні,
Захарченко,Православні,
Збарський,Православні,
Зубенко,Православні,
Калениченко,Православні,
Кашпаревич,Православні,
Клоченко,Православні,
Ковальчук,Православні,
Ковбаса,Православні,
Козловський,Православні,
Кокоруза,Православні,
Колесниченко,Православні,
Комар,Православні,
Крашаненко,Православні,
Кривдик,Православні,
Крижановський,Православні,
Крощенко,Православні,
Кукса,Православні,
Кулаков,Православні,
Кулик,Православні,
Кунделенко,Православні,
Лабунський,Православні,
Левицький,Православні,
Мандебур,Православні,
Маслій,Православні,
Махиня,Православні,
Метелюк,Православні,
Мороз,Православні,
Мосендз,Православні,
Муляренко,Православні,
Наконечний,Православні,
Непочатий,Православні,
Олейниченко,Православні,
Оленич,Православні,
Олійниченко,Православні,
Панасенко,Православні,
Педан,Православні,
Пелипенко,Православні,
Перевязка,Православні,
Пиршенко,Православні,
Подлубний,Православні,
Подопригора,Православні,
Працевитий,Православні,
Притула,Православні,
Ревенко,Православні,
Рега,Православні,
Розуменко,Православні,
Романенко,Православні,
Рудик,Православні,
Самойленко,Православні,
Свербляк,Православні,
Сікорський,Православні,
Сірацький,Православні,
Сливка,Православні,
Сліпоконь,Православні,
Слюсаренко,Православні,
Солощенко,Православні,
Сорока,Православні,
Тарасенко,Православні,
Тиліченко,Православні,
Ткач,Православні,
Ткаченко,Православні,
Тонконоженко,Православні,
Тринька,Православні,
Химич,Православні,
Цимбалюк,Православні,
Череднюк,Православні,
Шевченко,Православні,
Шинковенко,Православні,
Шиньковенко,Православні,
Штанько,Православні,
Шульга,Православні,
Щербина,Православні,
Юренко,Православні,
Юрченко,Православні,
Яковишин,Православні,
Ясинський,Православні,
Красноштан,Православні,на землях кн.Святополк-Четвертинської М.
Гірський,Православні,на землях кн.Святополк-Четвертинської М.
Гладковський,Православні,на землях кн.Святополк-Четвертинської М.
Голинський,Православні,на землях кн.Святополк-Четвертинської М.
Гулинський,Православні,на землях кн.Святополк-Четвертинської М.
Єрмошкін,Православні,на землях кн.Святополк-Четвертинської М.
Колесник,Православні,на землях кн.Святополк-Четвертинської М.
Крупенко,Православні,на землях кн.Святополк-Четвертинської М.
Кучеренко,Православні,на землях кн.Святополк-Четвертинської М.
Лащевський,Православні,на землях кн.Святополк-Четвертинської М.
Малиновський,Православні,на землях кн.Святополк-Четвертинської М.
Міхалевський,Православні,на землях кн.Святополк-Четвертинської М.
Міхалецький,Православні,на землях кн.Святополк-Четвертинської М.
Пашковський,Православні,на землях кн.Святополк-Четвертинської М.
Свірський,Православні,на землях кн.Святополк-Четвертинської М.
Ступак,Православні,на землях кн.Святополк-Четвертинської М.
Терепищий,Православні,на землях кн.Святополк-Четвертинської М.
Ханкин,Православні,на землях кн.Святополк-Четвертинської М.
Школьняк,Православні,на землях кн.Святополк-Четвертинської М.
Шумила,Православні,на землях кн.Святополк-Четвертинської М.
Янковий,Православні,на землях кн.Святополк-Четвертинської М.
Даценко,Православні,на землях кн.Святополк-Четвертинської М.
Дрига,Православні,на землях кн.Святополк-Четвертинської М.
Притула,Православні,на землях кн.Святополк-Четвертинської М.
Ревенко,Православні,на землях кн.Святополк-Четвертинської М.
Петровський,Православні,на землях кн.Святополк-Четвертинської М.
Гаркавий,Православні,на землях кн.Святополк-Четвертинської М.
Захарченко,Православні,на землях кн.Святополк-Четвертинської М.
Трохтенбергн,Юдеї,
Карачунський,Юдеї,
Лемберський,Юдеї,
Збарський,Юдеї,
Гітман,Юдеї,
Фунт,Юдеї,
Герасимов,Католики,
Пьотровський,Католики,
Ханкин,Католики,
Міхалецький,Католики,
Свірський,Католики,
