Прізвище,сповідання
Алексієнко,православний
Атаманенко,православний
Бабич,православний
Береговой,православний
Берлоус,православний
Білоцерковець,православний
Білоцерковський,православний
Біляк,православний
Бойко,православний
Бондар,православний
Борисюк,православний
Бурдига,православний
Бурлака,православний
Важайло,православний
Васильчук,православний
Вержбицький,католик
Верзун,православний
Вільховенко,православний
Вільшанскій,юдей
Вожайло,православний
Вожало,православний
Волинець,православний
Волкотруб,православний
Ганчук,православний
Гнєздзицький,православний
Гніздицький,православний
Гожала,православний
Гой,православний
Гордієнко,православний
Гордійчук,православний
Гресюк,православний
Гриневич,православний
Гриневич,католик
Гринько,православний
Грисюк,православний
Грищук,православний
Гулюк,православний
Ґава,православний
Давидюк,православний
Данисюк,православний
Дашкевич,православний
Двухшерстний,православний
Дідковський,католик
Дмитрук,православний
Довгалюк,православний
Дроздовський,католик
Ельяшевич,католик
Євфименко,православний
Єремчук,православний
Єфименко,православний
Журавський,православний
Журбенко,православний
Журбієнко,православний
Загоровський,католик
Загребельний,православний
Загурський,православний
Задорожний,православний
Задорожній,православний
Залєський,католик
Заярковий,православний
Заяць,православний
Зелененко,православний
Іваха,православний
Івашка,православний
Іщенко,православний
Йоткевич,католик
Кабачок,православний
Камінський,православний
Камінський,католик
Каплун,юдей
Карпенко,православний
Кива,православний
Кимляр,католик
Ковалевський,православний
Коваленко,православний
Ковальчук,православний
Ковбаса,православний
Козаченко,православний
Козуб,православний
Колбаса,православний
Колесниченко,православний
Колиска,православний
Кондратюк,православний
Коржневський,католик
Кривогуб,православний
Криволап,православний
Крокос,католик
Круковський,православний
Кузьменко,православний
Кулеша,православний
Кулєша,православний
Купріанчук,православний
Купріянчук,православний
Кутя,православний
Кухельний,православний
Куцюринський,православний
Кушнір,православний
Лебідь,православний
Лесик,православний
Лесік,православний
Ліпов,юдей
Лісіч,православний
Лобанов,православний
Логвинюк,православний
Логвінскій,юдей
Лузан,православний
Любченко,православний
Любчинко,православний
Майборода,православний
Макарець,православний
Макарчук,православний
Мартинюк,православний
Марчук,православний
Маюрчик,православний
Мельник,православний
Мельничук,православний
Микусевич,православний
Михальчук,православний
Мікусевич,православний
Мормель,православний
Мороз,православний
Москальчук,православний
Москольчук,православний
Мосондц,православний
Мужаровський,православний
Нагорний,православний
Нетупський,православний
Никитенко,православний
Новаковський,православний
Новицький,православний
Обертас,православний
Окотруб,православний
Олейник,православний
Олійниченко,православний
Орел,православний
Отрошко,православний
Отрощенко,православний
Паламарук,православний
Паламарчук,православний
Пасічнюк,православний
Пастушенко,православний
Петрик,православний
Пивоварчук,православний
Писарчук,православний
Письменний,православний
Пілатовський,католик
Пілінський,православний
Пічкур,православний
Пласак,православний
Пововарчук,православний
Подрушній,православний
Покропивний,православний
Поліщук,православний
Полонський,православний
Попель,православний
Поплавський,православний
Портной,православний
Похило,православний
Похилюк,православний
Почтарук,православний
Прохоренко,православний
Процюк,православний
Пухила,православний
Пухило,православний
Пясецький,католик
Радчук,православний
Ракочий,православний
Ребчинський,православний
Рєйзер,юдей
Рибак,православний
Рибачук,православний
Рибчинський,православний
Риченко,православний
Руткевич,православний
Салган,православний
Свинарчук,православний
Сикора-Сикорський,католик
Сімех,православний
Сінкер,католик
Скачинський,православний
Скоропад,православний
Скочинський,православний
Скринський,православний
Славинський,православний
Славінський,православний
Слободяник,православний
Слободянюк,православний
Слюсар,православний
Смолен,католик
Смолич,православний
Сорока,православний
Сорочинський,православний
Сохач,православний
Стадничук,православний
Старинець,православний
Старчук,православний
Сташкевич,католик
Сторожук,православний
Сторчук,православний
Стрєльников,православний
Терравський,православний
Тєпліцкій,юдей
Тишкевич,православний
Ткачук,православний
Толстоног,православний
Трохимець,православний
Фурманчук,православний
Хамець,православний
Хашмонуй,юдей
Хижняк,православний
Хмельницький,православний
Целіцький,православний
Центило,православний
Чекавський,православний
Черкаський,православний
Чернишенко,православний
Черномаз,православний
Черномор,православний
Чумак,православний
Шараєвський,православний
Шендер,православний
Шліньговський,православний
Шпоколенко,православний
Шпорєн,юдей
Штукований,православний
Штукованний,православний
Шурашкевич,православний
Щука,православний
Юрченко,православний
Юрчук,православний
Яковенко,православний
Ярмошко,православний
Яровой,православний
Ярошук,православний
Яценко,православний
Яцун,православний
Ященко,православний
