Прізвище,сповідання
Андрущенко,православний
Березовський,православний
Білонюк,православний
Біляр,православний
Бойко,православний
Болдир,православний
Бондар,православний
Валігура,православний
Вареник,православний
Владимірчук,православний
Возний,православний
Габрук,православний
Гаврилюк,православний
Гаврищук,православний
Гавронський,православний
Гончарук,православний
Горобець,православний
Гук,православний
Дейна,православний
Демчук,православний
Дудар,православний
Єндзель,православний
Забродський,православний
Задерей,православний
Задерій,православний
Зінчук,православний
Зубрій,православний
Йосипчук,православний
Калачев,православний
Калноокий,православний
Кльопа,православний
Книш,православний
Ковальчук,православний
Колноокий,православний
Колосовський,православний
Кононець,православний
Копійка,православний
Костенко,православний
Кравчук,православний
Кривой,православний
Круцило,православний
Круцилов,православний
Кухаренко,православний
Лавринець,православний
Лазаренко,православний
Лазоренко,православний
Левчук,православний
Лекайчук,православний
Ленчук,православний
Лещук,православний
Линчук,православний
Лукьянець,православний
Малахичук,православний
Маринченко,православний
Медвідь,православний
Мельник,православний
Мельничук,православний
Назарчук,православний
Нетребчук,православний
Нехворовський,православний
Нехоровський,православний
Нешта,православний
Нізгозінський,православний
Олейник,православний
Орел,православний
Осипчук,православний
Охремчук,православний
Пасічник,православний
Перличек,православний
Перличко,православний
Поліщук,православний
Полянскій,юдей
Порхун,православний
Прочварук,православний
Самбора,православний
Самгородецький,православний
Самопляс,православний
Сегеда,православний
Сіромах,православний
Сіромаха,православний
Скритський,православний
Соколов,православний
Соколовський,православний
Стельмах,православний
Стогній,православний
Сулим,православний
Ткачук,православний
Хаблюк,православний
Цапко,православний
Цапок,православний
Цибуля,православний
Чайковський,православний
Чепкін,православний
Чувак,православний
Швидкий,православний
Штилюк,православний
Щур,православний
Щуренко,православний
Яковенко,православний
Якубенко,православний
