Прізвище,сповідання
Александрук,православний
Алексюк,православний
Андрушенко,православний
Антощук,православний
Бартошевич,православний
Бліндер,православний
Бложчук,православний
Борисюк,православний
Боровицький,православний
Бугай,православний
Буланюк,православний
Вітюк,православний
Вознюк,православний
Володарскій,юдей
Волошук,православний
Воробьйов,юдей
Герасюк,православний
Гересюк,православний
Гнатюк,православний
Голубець,православний
Гоменюк,православний
Грабінський,католик
Грабовенко,православний
Гриневич,православний
Гринюк,православний
Гулубець,православний
Дмитрук,православний
Довгалюк,православний
Доляновський,католик
Драган,православний
Дубенський,православний
Журавель,православний
Задворний,православний
Заєць,православний
Залевський,католик
Зароднюк,православний
Зінгєр,юдей
Іщук,православний
Каган,юдей
Капітанюк,православний
Капітонюк,православний
Карук,православний
Кирик,православний
Кицюк,православний
Ковальський,католик
Ковальчук,православний
Козак,православний
Коломеїць,православний
Коломиєць,православний
Кондратюк,православний
Кравчук,православний
Крижановський,православний
Лавринюк,православний
Латенко,православний
Левадюк,православний
Левандовський,православний
Липський,православний
Маздиган,православний
Мазупа,православний
Мамотюк,православний
Мандзук,православний
Мандзюк,православний
Мартинюк,православний
Марченко,православний
Марчук,православний
Мельничук,православний
Миколюк,православний
Михальченко,православний
Міхальський,православний
Міхальський,католик
Момотюк,православний
Мудрий,православний
Нагорний,православний
Наумчук,православний
Нестерук,православний
Оберемок,православний
Огоновський,православний
Олексюк,православний
Онуфрейчук,православний
Павлюк,православний
Паляруш,православний
Панасюк,православний
Пасічнюк,православний
Пасішнюк,православний
Перебийнос,православний
Петрійчук,православний
Письменний,православний
Полячук,православний
Помірчий,православний
Попельнюк,православний
Порхун,православний
Пятецький,православний
Равва,православний
Рафалович,православний
Ревва,православний
Романович,православний
Сахневич,католик
Сегедюк,православний
Семенець,православний
Сеник,православний
Середюк,православний
Ситницький,православний
Степанець,православний
Стоколяс,православний
Сторожук,православний
Студінський,православний
Сурма,православний
Таран,православний
Тарасюк,православний
Теличка,православний
Терлецький,православний
Тиличка,православний
Туржанський,православний
Фаддєйчук,православний
Фальчук,православний
Халдей,православний
Хоменко,православний
Чех,православний
Шевченко,православний
Шендер,православний
Шолківський,православний
Штульбєрг,юдей
Щербатюк,православний
Ярошенко,православний
Ясновський,католик
