Прізвище,Релігія,Примітка
Авраменко,Православні,
Адаменко,Православні,
Аленичук,Православні,
Алипович,Православні,
Андроха,Православні,
Андрошенко,Православні,
Бабенко,Православні,
Бабушка,Православні,
Барабан,Православні,
Баранський,Православні,
Батіжок,Православні,
Бедратий,Православні,
Безкіш,Православні,
Безпалий,Православні,
Бєлан,Православні,
Білан,Православні,
Білима,Православні,
Білоус,Православні,
Бірець,Православні,
Бірченко,Православні,
Бондаренко,Православні,
Буйницький,Православні,
Бурлака,Православні,
Бусько,Православні,
Варич,Православні,
Василенко,Православні,
Видра,Православні,
Високогляд,Православні,
Вітвіцький,Православні,
Вовк,Православні,
Гайдар,Православні,
Галушка,Православні,
Герега,Православні,
Герша,Православні,
Глущенко,Православні,
Гнатенко,Православні,
Гнида,Православні,
Гнилокожа,Православні,
Голий,Православні,
Головатюк,Православні,
Голубенко,Православні,
Гончар,Православні,
Гончаренко,Православні,
Гончарик,Православні,
Горобець,Православні,
Гранковський,Православні,
Гречка,Православні,
Григоренко,Православні,
Гриценко,Православні,
Гудима,Православні,
Гулька,Православні,
Гульченко,Православні,
Гупало,Православні,
Давиденко,Православні,
Делікатний,Православні,
Демяненко,Православні,
Дійчак,Православні,
Діхтяренко,Православні,
Донець,Православні,
Дорогоневський,Православні,
Драч,Православні,
Дроняка,Православні,
Дубовенко,Православні,
Дудник,Православні,
Дьяченко,Православні,
Євтушенко,Православні,
Жерелюк,Православні,
Загородній,Православні,
Захлюпаний,Православні,
Заяць,Православні,
Зраєнко,Православні,
Зубченко,Православні,
Зуєнко,Православні,
Зятино,Православні,
Казиміренко,Православні,
Капінос,Православні,
Караюз,Православні,
Катернога,Православні,
Качур,Православні,
Керничка,Православні,
Кимличенко,Православні,
Кириченко,Православні,
Кичань,Православні,
Козюра,Православні,
Козяр,Православні,
Коломієць,Православні,
Копил,Православні,
Коротя,Православні,
Косицький,Православні,
Костюша,Православні,
Котик,Православні,
Котляренко,Православні,
Кравченко,Православні,
Крейда,Православні,
Криволап,Православні,
Кришталь,Православні,
Круць,Православні,
Кудрицький,Православні,
Куйбіда,Православні,
Кулибаба,Православні,
Куліш,Православні,
Кульбіда,Православні,
Куміницький,Православні,
Кучер,Православні,
Ладижинський,Православні,
Латка,Православні,
Лежух,Православні,
Линник,Православні,
Литвин,Православні,
Лобенко,Православні,
Луценко,Православні,
Майборода,Православні,
Малюк,Православні,
Мамієнко,Православні,
Манік,Православні,
Мань,Православні,
Маслій,Православні,
Масловський,Православні,
Матвійченко,Православні,
Мельник,Православні,
Могилка,Православні,
Москаленко,Православні,
Мудраковський,Православні,
Мудрий,Православні,
Недогода,Православні,
Нишпора,Православні,
Носенко,Православні,
Носовський,Православні,
Нужда,Православні,
Оксанич,Православні,
Оксентієнко,Православні,
Олійник,Православні,
Омельченко,Православні,
Орлов,Православні,
Остроух,Православні,
Павленко,Православні,
Паламаренко,Православні,
Панасюк,Православні,
Пасіка,Православні,
Пашута,Православні,
Перець,Православні,
Петренко,Православні,
Петрук,Православні,
Печевал,Православні,
Печеричний,Православні,
Печовал,Православні,
Пилипенко,Православні,
Пізнюр,Православні,
Пирник,Православні,
Плотницький,Православні,
Поліщук,Православні,
Половинка,Православні,
Райтенко,Православні,
Редька,Православні,
Ременець,Православні,
Риженко,Православні,
Рижий,Православні,
Руденко,Православні,
Рудяшка,Православні,
Сабадаш,Православні,
Сакієнко,Православні,
Самійлюк,Православні,
Семенов,Православні,
Сердюченко,Православні,
Скалозуб,Православні,
Смагло,Православні,
Соловейко,Православні,
Сомик,Православні,
Стельмах,Православні,
Степанський,Православні,
Стеценко,Православні,
Столяренко,Православні,
Стратієнко,Православні,
Стригун,Православні,
Субота,Православні,
Суботовський,Православні,
Сулима,Православні,
Сухонос,Православні,
Сушинський,Православні,
Тараненко,Православні,
Тарасов,Православні,
Тиченюк,Православні,
Тищенко,Православні,
Ткач,Православні,
Ткаченко,Православні,
Ткачик,Православні,
Тонковид,Православні,
Тонковиденко,Православні,
Туркотенко,Православні,
Фоменко,Православні,
Фоменчук,Православні,
Форталенко,Православні,
Хавкало,Православні,
Хлипало,Православні,
Хмара,Православні,
Хмілюк,Православні,
Хондаков,Православні,
Цибулька,Православні,
Черевань,Православні,
Чернишенко,Православні,
Чорний,Православні,
Чукало,Православні,
Шандиба,Православні,
Шарогродський,Православні,
Шах,Православні,
Штанлей,Православні,
Штодзь,Православні,
Шуляк,Православні,
Шуст,Православні,
Шушвань,Православні,
Щербаков,Православні,
Щербина,Православні,
Щигловський,Православні,
Юрпольський,Православні,
Яковенко,Православні,
Ялоза,Православні,
Ямковий,Православні,
Яровий,Православні,
Яцуненко,Православні,
Белима,,Шувалов+
Буга,,Шувалов+
Войтко,,Шувалов+
Карпенко,,Шувалов+
Кольва,,Шувалов+
Сафьян,,Шувалов+
Шевченко,,Шувалов+
Мушкатела,,Шувалов+
Рабоконь,,Шувалов+
Береговенко,,
Брось,,
Буртовой,,
Вітковський,,
Гонтар,,
Гримальський,,
Демьяненко,,
Кисиленко,,
Кривошей,,
Маркевич,,
Мартенюк,,
Москаленко,,
Неборак,,
Олейник,,
Печений,,
Поважний,,
Романовський,,
Сапатий,,
Сколозуб,,
Сошинський,,
Таранчук,,
Федоренко,,
Фондурака,,
Хирнюк,,
Штангей,,
Видуманець,,Юдеї
Гінделес,,Юдеї
Дорфман,,Юдеї
Зейліч,,Юдеї
Купчін,,Юдеї
Мочульський,,Юдеї
Натензон,,Юдеї
Смолянський,,Юдеї
Сухар,,Юдеї
Теверовський,,Юдеї
Фроянченко,,Юдеї
Гржибовський,,Католики
Дровановський,,Католики
Кощукевич,,Католики
Малінецький,,Католики
Місюнас,,Католики
Степанський,,Католики
Шрот,,Католики
Ястржембський,,Католики
