Прізвище,Релігія,Примітка
Антепович,Православні,
Артемович,Православні,
Бакалинський,Православні,
Бандура,Православні,
Бевзенко,Православні,
Безпалько,Православні,
Білоус,Православні,
Бобко,Православні,
Борщ,Православні,
Брижко,Православні,
Вараниця,Православні,
Вдовиченко,Православні,
Вершибалка,Православні,
Вершибалко,Православні,
Виршибалка,Православні,
Вихристюк,Православні,
Вовк,Православні,
Вонячий,Православні,
Вуйчак,Православні,
Гайдамака,Православні,
Гаркавий,Православні,
Гнатюк,Православні,
Головневич,Православні,
Гончарук,Православні,
Горобець,Православні,
Гребенюк,Православні,
Гришко,Православні,
Гришков,Православні,
Грищенко,Православні,
Губаревич,Православні,
Гук,Православні,
Гуляр,Православні,
Гусак,Православні,
Дейнега,Православні,
Денесюк,Православні,
Денисевич,Православні,
Денисюк,Православні,
Джус,Православні,
Діденко,Православні,
Добровольський,Православні,
Душинькевич,Православні,
Жеребецький,Православні,
Животовський,Православні,
Жорницький,Православні,
Заболотній,Православні,
Забродин,Православні,
Закота,Православні,
Зализко,Православні,
Звєрєв,Православні,
Звірев,Православні,
Іваненко,Православні,
Камянецький,Православні,
Каручок,Православні,
Качан,Православні,
Качур,Православні,
Кеда,Православні,
Кедик,Православні,
Кияниця,Православні,
Коваль,Православні,
Ковальський,Православні,
Ковальчук,Православні,
Козловський,Православні,
Комарницький,Православні,
Косяк,Православні,
Кошельний,Православні,
Кривенко,Православні,
Крижановський,Православні,
Ксьонз,Православні,
Кудрик,Православні,
Кукуруза,Православні,
Кулінський,Православні,
Курта,Православні,
Куць,Православні,
Кучер,Православні,
Литвенюк,Православні,
Лопата,Православні,
Лопатюк,Православні,
Луценко,Православні,
Львович,Православні,
Маєвський,Православні,
Майбродський,Православні,
Маковецький,Православні,
Малишевський,Православні,
Мартинюк,Православні,
Мацкевич,Православні,
Мегесь,Православні,
Мельник,Православні,
Мельниченко,Православні,
Михайличенко,Православні,
Мойсеєнко,Православні,
Мосієнко,Православні,
Наконечний,Православні,
Николенко,Православні,
Новицький,Православні,
Огородній,Православні,
Олейник,Православні,
Онищук,Православні,
Осаулець,Православні,
Осаульченко,Православні,
Остапенко,Православні,
Павленко,Православні,
Павличенко,Православні,
Павліченко,Православні,
Панчук,Православні,
Папуша,Православні,
Підлісний,Православні,
Побережний,Православні,
Побережній,Православні,
Подлісний,Православні,
Покійниченко,Православні,
Поліщук,Православні,
Пономаренко,Православні,
Попівський,Православні,
Причипій,Православні,
Прокопенко,Православні,
Проценко,Православні,
Прядка,Православні,
Птаха,Православні,
Пташка,Православні,
Пьяничук,Православні,
Речман,Православні,
Романець,Православні,
Рудь,Православні,
Руміченко,Православні,
Самокиша,Православні,
Сендзя,Православні,
Сергієнко,Православні,
Сиротюк,Православні,
Скалозуб,Православні,
Скоропад,Православні,
Слободський,Православні,
Служенко,Православні,
Смілянець,Православні,
Созон,Православні,
Сокур,Православні,
Солодкий,Православні,
Сопун,Православні,
Сорокопуд,Православні,
Сотниченко,Православні,
Старенький,Православні,
Стремацький,Православні,
Стуковенко,Православні,
Сухин,Православні,
Табулинський,Православні,
Титоренко,Православні,
Ткаченко,Православні,
Токовенко,Православні,
Троха,Православні,
Туз,Православні,
Уманський,Православні,
Фартушний,Православні,
Хаєцький,Православні,
Хмілевський,Православні,
Цвигун,Православні,
Цвіченко,Православні,
Чабанюк,Православні,
Чернега,Православні,
Черчик,Православні,
Чирва,Православні,
Шевчук,Православні,
Шершень,Православні,
Штилов,Православні,
Шульга,Православні,
Юрченко,Православні,
Янковий,Православні,
Яровий,Православні,
Ярута,Православні,
Забавський,Православні,на садибі кн.Святополк-Четвертинського
Музика,Православні,на садибі кн.Святополк-Четвертинського
Шеремет,Православні,на садибі кн.Святополк-Четвертинського
Кроковський,Православні,на садибі кн.Святополк-Четвертинського
Бернацький,Православні,на садибі кн.Святополк-Четвертинського
Лашин,Православні,на садибі кн.Святополк-Четвертинського
Грабовський,Православні,на садибі кн.Святополк-Четвертинського
Славінський,Православні,на садибі кн.Святополк-Четвертинського
Кухарський,Православні,на садибі кн.Святополк-Четвертинського
Михайличенко,Православні,на садибі кн.Святополк-Четвертинського
Фельварк,Юдеї,
Талажнянський,Юдеї,
Пилка,Юдеї,
Бекарь,Юдеї,
Люлечник,Юдеї,
Гофман,Юдеї,
Забавський,Католики,
Кроковський,Католики,
Рибіцький,Католики,
Козловський,Католики,
Джевановський,Католики,
Торін,Старообрядці,
Ганц,Лютерани,
