Прізвище,сповідання
Білінський,православний
Вернигора,православний
Вільчик,юдей
Власенко,православний
Вознюк,православний
Глушко,православний
Гриненко,православний
Гринєвич,православний
Дідковський,православний
Жицький,православний
Жовтонос,православний
Жураковський,православний
Жураковський,католик
Калашник,православний
Калиновський,православний
Клименко,православний
Конобас,православний
Котко,православний
Кравчук,православний
Луцюк,православний
Мирончук,православний
Морозюк,православний
Мошковський,православний
Мухар,православний
Нестерчук,православний
Опанасюк,православний
Остапчук,православний
Павлов,православний
Плахотнюк,православний
Поваров,православний
Поканєвич,православний
Прокопенко,православний
Пуканєвич,православний
Распутний,православний
Рибак,православний
Рибаченко,православний
Розомнюк,православний
Сабадаш,православний
Сабодаш,православний
Семенюк,православний
Сингаєвський,православний
Смульський,католик
Староміській,юдей
Струтинський,православний
Титаренко,православний
Форись,православний
Чернявський,православний
Шевчук,православний
Якубовський,православний
Ярий,православний
