Прізвище,сповідання
Акименко,православний
Аколита,православний
Андрєєвський,православний
Андрієвський,православний
Андруський,православний
Андруцький,православний
Анищук,православний
Антонюк,православний
Бабир,православний
Бабич,православний
Байбуленко,юдей
Баранецький,православний
Баронецький,православний
Батечко,православний
Безбах,православний
Бізін,юдей
Білецький,католик
Бобир,православний
Бойбілєнко,юдей
Бонбілєнко,юдей
Бондаренко,православний
Бондарюк,православний
Боровицький,православний
Бородай,православний
Боярчук,православний
Бравєр,юдей
Брезицький,православний
Брєсілєвскій,юдей
Бруніславов,католик
Брусілєвскій,юдей
Буряков,православний
Бушинський,православний
Вдовиченко,православний
Вербов,православний
Вєрховскій,юдей
Видра,юдей
Вишковський,католик
Власюк,православний
Войтенко,православний
Волинець,православний
Волков,православний
Вонсович,католик
Воскобойнік,юдей
Вуліс,юдей
Гавриленко,православний
Гайдук,православний
Гаманюк,православний
Гетьман,православний
Глухой,юдей
Голоденко,православний
Голоденько,православний
Голодюк,православний
Гольдфєльд,юдей
Гольфєльд,юдей
Горний,православний
Горобець,православний
Горовой,православний
Городнєй,православний
Городній,православний
Городьнєй,православний
Григорович,православний
Гриценко,православний
Грінфєльд,юдей
Гріншпун,юдей
Губернарчук,православний
Гуменюк,православний
Гуртовенко,православний
Давидюк,православний
Дароздов,православний
Даценко,православний
Декун,православний
Дембовський,православний
Дергачов,православний
Держановський,католик
Держановський,православний
Деркач,православний
Джук,православний
Джума,православний
Джура,православний
Димніч,католик
Димніч,православний
Дихніч,православний
Дмитришин,православний
Долгопят,юдей
Долгопятий,юдей
Долгопятов,юдей
Донськой,православний
Доценко,православний
Дрозд,православний
Дубик,православний
Дубровінський,православний
Епільбойм,юдей
Жидовєцкій,юдей
Жук,православний
Загребелін,православний
Заєнчковський,католик
Заїнчковський,католик
Заїць,православний
Зайц,православний
Заславський,православний
Заяць,православний
Зінеч,православний
Зінич,православний
Зузуля,православний
Іщук,православний
Каган,юдей
Каген,юдей
Кадзевич,католик
Камульчік,юдей
Капиковський,католик
Капиковський,православний
Карака,православний
Карпенко,православний
Кашара,православний
Кирик,православний
Кібиць,православний
Кімлик,православний
Клігєрман,юдей
Княжий,православний
Коваленко,православний
Ковальов,православний
Ковальський,католик
Ковальчук,православний
Козенюк,православний
Козиренко,православний
Колеснюк,православний
Колінський,православний
Колінсько,православний
Коліснюк,православний
Колісьнюк,православний
Коломиєць,православний
Кольський,православний
Копиковський,православний
Косий,юдей
Костовєцкій,юдей
Костюк,православний
Котляр,юдей
Коцевич,католик
Кравець,православний
Крамській,юдей
Красевич,православний
Краснолюдський,православний
Креденсер,православний
Креденсор,православний
Криворучко,православний
Крижжановський,православний
Кримскій,юдей
Крівіцкій,юдей
Кузмин,православний
Курнієць,православний
Кухарський,православний
Кучер,православний
Ласій,православний
Левчук,православний
Лігоцький,католик
Літвіньскій,юдей
Ломака,православний
Лотоцький,православний
Магдич,православний
Мазор,юдей
Макаров,православний
Максименко,православний
Макушиньський,православний
Малецький,православний
Малєнькій,юдей
Малицький,православний
Маліновський,католик
Малькій,юдей
Маргуліс,юдей
Марковський,католик
