Прізвище,сповідання
Баденко,православний
Байда,православний
Балацюк,православний
Балачюк,православний
Басарак,православний
Березовський,православний
Боденко,православний
Броницький,православний
Вершиленко,православний
Вознюк,православний
Возьнюк,православний
Ганзюк,православний
Ганьзюк,православний
Гаращук,православний
Гвоздієвський,православний
Горнюк,православний
Горняк,православний
Гренченко,православний
Гренюк,православний
Грецюк,православний
Гринченко,православний
Гринченюк,православний
Гринюк,православний
Грицюк,православний
Гричюк,православний
Громовик,православний
Гунька,православний
Держерук,православний
Єжеля,православний
Заволока,православний
Закревський,православний
Залесський,православний
Залеський,православний
Захарчук,православний
Іваницький,православний
Іщенко,православний
Іщинко,православний
Канюка,православний
Качалуба,православний
Клименко,православний
Ковальчук,православний
Коденський,православний
Козак,православний
Колесниченко,православний
Колісник,православний
Колісниченко,православний
Кондратюк,православний
Коновал,православний
Корнійчук,православний
Корнюхін,православний
Косьма,православний
Косьмина,православний
Коханчук,православний
Кошка,православний
Кравцов,православний
Кравчук,православний
Крекотнєв,православний
Лановець,православний
Лисенко,православний
Лубка,православний
Лукіанчук,православний
Лукіянчук,православний
Мандзебура,православний
Манчук,православний
Марванюк,православний
Мартинюк,православний
Микитюк,православний
Мізерницький,православний
Міцерук,православний
Можаровський,православний
Мужаровський,православний
Нагаєв,православний
Наймитенко,православний
Никитюк,православний
Огневчук,православний
Оппоков,православний
Паламарчук,православний
Панкратов,православний
Панчук,православний
Печерський,православний
Півторак,православний
Піскун,православний
Поліщук,православний
Попечнюк,православний
Прищепа,православний
Радетський,православний
Репалюк,православний
Репанюк,православний
Реутський,православний
Руденко,православний
Семенюк,православний
Сиваченко,православний
Сидорчук,православний
Сименюк,православний
Скарбенюк,православний
Сможук,православний
Смужук,православний
Стасюк,православний
Степанюк,православний
Терещенко,православний
Ткач,православний
Ткачук,православний
Ткачюк,православний
Туровський,православний
Турченко,православний
Федорук,православний
Федорчук,православний
Федурук,православний
Федурчук,православний
Черіновський,православний
Черніховський,православний
Чорниш,православний
Чумак,православний
Шашкун,православний
Шилькевич,православний
Шотик,православний
Шулькевич,православний
Яремчук,православний
Яцюк,православний
Закревський,католик
Коханчук,католик
Нумирицький,католик
Соколовський,католик
Стронговський,католик
Вєрнік,юдей
Гєльман,юдей
Тєрлісер,юдей
Юзефовіч,юдей
