Прізвище,сповідання
Антонець,православний
Асауленко,православний
Базан,православний
Базиленко,православний
Барвінський,православний
Бердичевський,православний
Білан,православний
Бовсе,православний
Бойко,православний
Бортовенко,православний
Валовенко,православний
Величко,православний
Вернигора,православний
Вертійчук,православний
Виличко,православний
Вирнигора,православний
Вовчук,православний
Володкевич,православний
Гавриленко,православний
Гаврильщук,православний
Гаврилюк,православний
Гаврищук,православний
Гандзюк,православний
Гарачий,православний
Гарбар,православний
Гарига,православний
Гвоздецький,православний
Гелецький,православний
Главань,православний
Гловань,православний
Глухов,православний
Гоменюк,православний
Гомонюк,православний
Гончак,православний
Гордієнко,православний
Горкуценко,православний
Горницький,православний
Горохолінський,православний
Горпелевич,православний
Горячий,православний
Грибовський,православний
Гриненко,православний
Джус,православний
Дзюбенко,православний
Дідик,православний
Допіра,православний
Дубовенко,православний
Дубок,православний
Євсіков,православний
Жабокрицький,православний
Заєць,православний
Зайцев,православний
Зинич,православний
Івоненко,православний
Калноокий,православний
Кальноокий,православний
Канюка,православний
Касьянчук,православний
Касянчук,православний
Кірушин,православний
Клименко,православний
Кобернюк,православний
Коваль,православний
Ковальов,православний
Ковальчук,православний
Ковбаса,православний
Кожура,православний
Козачинський,православний
Козел,православний
Козуля,православний
Колбасюк,православний
Колосовський,православний
Копиткевич,православний
Косовський,православний
Кошура,православний
Кравченко,православний
Кравчук,православний
Крушинський,православний
Кудленко,православний
Кудляк,православний
Куліш,православний
Куцан,православний
Кучер,православний
Левитський,православний
Левицький,православний
Леонтієв,православний
Лещинський,православний
Ліщинський,православний
Ліщиньський,православний
Лузан,православний
Лупа,православний
Луппа,православний
Мазуркевич,православний
Макітра,православний
Манастирецький,православний
Мартулєв,православний
Мачуляк,православний
Мельник,православний
Мельниченко,православний
Михаль,православний
Монастирецький,православний
Моргун,православний
Насад,православний
Некраш,православний
Нестиренко,православний
Нечитайлов,православний
Окулита,православний
Олейник,православний
Олексичук,православний
Олійник,православний
Осадчий,православний
Осауленко,православний
Осипчук,православний
Панченко,православний
Пеценко,православний
Печун,православний
Попелюк,православний
Попов,православний
Присяжнок,православний
Присяжнюк,православний
Присяжюк,православний
Прокопенко,православний
Прокопець,православний
Пулька,православний
Пятецький,православний
Рагатюк,православний
Райський,православний
Репка,православний
Рєпка,православний
Робенко,православний
Рогатюк,православний
Рошак,православний
Руденко,православний
Рудий,православний
Ружицький,православний
Ружцький,православний
Сахновський,перехрест
Саченко,православний
Сегейда,православний
Семенчук,православний
Сердюк,православний
Сивкович,православний
Симанчук,православний
Симончук,православний
Сіденко,православний
Слученко,православний
Смученко,православний
Старунський,православний
Старуньський,православний
Стеценко,православний
Стрільчук,православний
Студинський,православний
Сулима,православний
Табачник,православний
Тарасенко,православний
Титорчук,православний
Удод,православний
Фагот,православний
Фещенко-Чоповський,православний
Харченко,православний
Хмарук,православний
Черненький,православний
Шалабай,православний
Шарандак,православний
Швець,православний
Шиманський,православний
Шинкаренко,православний
Шмигельський,православний
Шоломиський,православний
Шоломицький,православний
Щербина,православний
Якубовський,православний
Яремчук,православний
Яценко,православний
Бзєнковський,католик
Вацовський,католик
Зелінський,католик
Козачинський,католик
Козловський,католик
Крушинський,католик
Курманович,католик
Лоренц,католик
Некраш,католик
Пюро,католик
Фещенко-Чоповський,католик
Блікман,юдей
Вінокур,юдей
Гойхман,юдей
Дудуль,юдей
Дудунь,юдей
Клячний,юдей
Корніцкій,юдей
Рєзнік,юдей
Россовскій,юдей
Сахновскій,юдей
Триліскій,юдей
Укєльман,юдей
Франц,юдей
Хандрос,юдей
Червінскій,юдей
